台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	情绪模组ID	动作ID	眼睛表情路径	是否眨眼
721122606		1	2					
721122607	721122608	1	2					
721122608			1	20317				
721122701	721122702	1	2					
721122702			1	20317				
721122703	721122704,721122707		1	20317				
721122704	721122705	1	2					
721122705	721122706		1	20317				
721122706		1	2					
721122707	721122708	1	2					
721122708			1	20317				
721122801	721122802	1	2					
721122802			1	20317				
721122803	721122804,721122807		1	20317				
721122804	721122805	1	2					
721122805	721122806		1	20317				
721122806		1	2					
721122807	721122808	1	2					
721122808			1	20317				
721122901	721122902	1	2					
721122902			1	20317				
721122903	721122904,721122907		1	20317				
721122904	721122905	1	2					
721122905	721122906		1	20317				
721122906		1	2					
721122907	721122908	1	2					
721122908			1	20317				
721123001	721123002	1	2					
721123002			1	20317				
721123003	721123004,721123007		1	20317				
721123004	721123005	1	2					
721123005	721123006		1	20317				
721123006		1	2					
721123007	721123008	1	2					
721123008			1	20317				
721123101	721123102	1	2					
721123102			1	20317				
721123103	721123104,721123107		1	20317				
721123104	721123105	1	2					
721123105	721123106		1	20317				
721123106		1	2					
721123107	721123108	1	2					
721123108			1	20317				
721123201	721123202	1	2					
721123202			1	20317				
721123203	721123204,721123207		1	20317				
721123204	721123205	1	2					
721123205	721123206		1	20317				
721123206		1	2					
721123207	721123208	1	2					
721123208			1	20317				
721123301	721123302	1	2					
721123302			1	20317				
721123303	721123304,721123307		1	20317				
721123304	721123305	1	2					
721123305	721123306		1	20317				
721123306		1	2					
721123307	721123308	1	2					
721123308			1	20317				
721123401	721123402	1	2					
721123402			1	20317				
721123403	721123404,721123407		1	20317				
721123404	721123405	1	2					
721123405	721123406		1	20317				
721123406		1	2					
721123407	721123408	1	2					
721123408			1	20317				
721123501	721123502		1	20317				
721123502	721123503		1	1005				
721123503	721123504	1	2					
721123504	721123505		1	20317				
721123505	721123506	1	2					
721123506	721123507		1	20317				
721123507	721123508	1	2					
721123508	721123509		1	20317				
721123509	721123510		1	1005				
721123510	721123511		1	20317				
721123511	721123512		1	1005				
721123512	721123513	1	2					
721123513	721123514		1	20317				
721123514	721123515		1	1005				
721123515	721123516		1	20317				
721123516	721123517		1	20317				
721123517	721123518		1	20317				
721123518	721123519		1	1005				
721123519			1	1005				
721123601	721123602		1	20317				
721123602	721123603	1	2					
721123603	721123604		1	1005				
721123604	721123605		1	20317				
721123605	721123606		1	1005				
721123606	721123607		1	20317				
721123607	721123608		1	20317				
721123608	721123609		1	20317				
721123609			1	20317				
721123701	721123702	1	2					
721123702	721123703		1	20317				
721123703		1	2	20317				
721123801	721123802	1	2					
721123802			1	20317				
721130101	721130102		1	20317				
721130102	721130103		1	1005				
721130103	721130104	1	2					
721130104	721130105		1	20317				
721130105	721130106	1	2					
721130106	721130107		1	20317				
721130107	721130108	1	2					
721130108	721130109		1	20317				
721130109	721130110		1	1005				
721130110	721130111		1	20317				
721130111	721130112		1	1005				
721130112	721130113	1	2					
721130113	721130114		1	20317				
721130114	721130115		1	1005				
721130115	721130116		1	20317				
721130116	721130117		1	20317				
721130117	721130118		1	20317				
721130118	721130119		1	1005				
721130119			1	1005				
721130201	721130202		1	1005				
721130202	721130203		1	1005				
721130203	721130204		1	1005				
721130204	721130205	1	2					
721130205	721130206		1	1005				
721130206			1	1005				
721130301	721130302		1	1005				
721130302	721130303		1	1005				
721130303			1	1005				
721130401	721130402		1	1005				
721130402	721130403		1	1005				
721130403	721130404		1	1005				
721130404	721130405		1	1005				
721130405	721130406	1	2					
721130406	721130407		1	1005				
721130407			1	1005				
721130501	721130502		1	20317				
721130502	721130503	1	2					
721130503	721130504		1	1005				
721130504	721130505		1	20317				
721130505	721130506		1	1005				
721130506	721130507		1	20317				
721130507	721130508		1	20317				
721130508	721130509		1	20317				
721130509			1	20317				
721130601	721130602		1	1005				
721130602	721130603		1	1005				
721130603	721130604		1	1005				
721130604	721130605	1	2					
721130605	721130606		1	1005				
721130606	721130607,721130608		1	1005				
721130607	721130609	1	2					
721130608	721130609	1	2					
721130609	721130610		1	1005				
721130610	721130611		1	1005				
721130611	721130612		1	1005				
721130612			1	1005				
721130701	721130702		1	1005				
721130702	721130703		1	1005				
721130703	721130704		1	1005				
721130704	721130705		1	1005				
721130705	721130706		1	20317				
721130706	721130707		1	1005				
721130707	721130708		1	20317				
721130708			1	1005				
721130801	721130802		1	1005				
721130802	721130803	1	2					
721130803	721130804		1	1005				
721130804	721130805		1	1005				
721130805	721130806	1	2					
721130806	721130807		1	1005				
721130807	721130808		1	1005				
721130808	721130809		1	1005				
721130809			1	1005				
721130901	721130902		1	1005				
721130902	721130903		1	1005				
721130903			1	20317				
721131001	721131002		1	20317				
721131002	721131003		1	1005				
721131003	721131004		1	20317				
721131004	721131005	1	2					
721131005	721131006,721131008		1	20317				
721131006	721131007	1	2					
721131007	721131010		1	1005				
721131008	721131009	1	2					
721131009	721131052		1	1005				
721131010	721131011		1	20317				
721131011	721131012	1	2					
721131012	721131013		1	20317				
721131013	721131014		1	20317				
721131014	721131015		1	20317				
721131015	721131016,721131018		1	20317				
721131016	721131017	1	2					
721131017	721131020		1	1005				
721131018	721131019	1	2					
721131019	721131020		1	20317				
721131020	721131021		1	20317				
721131021	721131022		1	20317				
721131022	721131023		1	20317				
721131023	721131024	1	2					
721131024	721131025		1	1005				
721131025	721131026		1	20317				
721131026	721131027		1	20317				
721131027	721131028		1	20317				
721131028	721131029		1	20317				
721131029	721131030		1	1005				
721131030	721131031	1	2					
721131031	721131032		1	20317				
721131032	721131033		1	1005				
721131033	721131034		1	20317				
721131034	721131035		1	20317				
721131035	721131036,721131037		1	20317				
721131036	721131038	1	2					
721131037	721131038	1	2					
721131038	721131039		1	1005				
721131039	721131040		1	20317				
721131040	721131041		1	20317				
721131041	721131042		1	20317				
721131042	721131043		1	20317				
721131043	721131044,721131047,721131048		1	20317				
721131044	721131045	1	2					
721131045	721131046		1	20317				
721131046	721131049		1	1005				
721131047	721131049	1	2					
721131048	721131049	1	2					
721131049	721131050		1	20317				
721131050	721131051		1	20317				
721131051	721131052		1	20317				
721131101	721131102		1	1005				
721131102	721131103		1	1005				
721131103	721131104	1	2					
721131104	721131105		1	20223				
721131105	721131106,721131107		1	20223				
721131106	721131108	1	2					
721131107	721131108	1	2					
721131108	721131109		1	1005				
721131109	721131110		1	20223				
721131110	721131111		1	20223				
721131111	721131112	1	2					
721131112	721131113,721131114		1	1005				
721131113	721131115	1	2					
721131114	721131115	1	2					
721131115	721131116,721131119		1	20223				
721131116	721131117	1	2					
721131117	721131118		1	20223				
721131118			1	20223				
721131119	721131120	1	2					
721131120			1	20223				
721140201	721140202		1	3163				
721140202	721140203		1	3163				
721140203	721140204		1	3185				
721140204	721140205		1	3185				
721140205	721140206		1	3163				
721140206	721140207		1	3163				
721140207	721140208		1	3163				
721140208	721140209		1	3185				
721140209	721140210		1	3163				
721140210	721140211		1	3163				
721140211	721140212		1	3163				
721140212	721140213		1	3163				
721140213	721140214		1	3185				
721140214	721140215		1	3163				
721140215	721140216		1	3163				
721140216	721140217		1	3163				
721140217	721140218		1	3163				
721140218	721140219		1	3185				
721140219	721140220		1	3185				
721140220	721140221		1	3163				
721140221	721140222		1	3163				
721140222	721140223		1	3185				
721140223			1	3185				
721140304	721140305		1	3162				
721140305	721140306	1	2					
721140306	721140307,721140309		1	3162				
721140307	721140308	1	2					
721140308	721140312		1	3162				
721140309	721140310	1	2					
721140310	721140311		1	3162				
721140311	721140312		1	3162				
721140312	721140313		1	3162				
721140313	721140314	1	2					
721140314	721140315,721140316		1	3162				
721140315	721140317	1	2					
721140316	721140317	1	2					
721140317	721140318		1	3162				
721140318	721140319		1	3162				
721140319	721140320		1	3162				
721140320	721140321,721140323		1	3162				
721140321	721140322	1	2					
721140322	721140326		1	3162				
721140323	721140324	1	2					
721140324	721140325		1	3162				
721140325	721140326		1	3162				
721140326	721140327		1	3162				
721140327	721140328	1	2					
721140328	721140329		1	3162				
721140329	721140330		1	3162				
721140330	721140331		1	3162				
721140331	721140332		1	3162				
721140332	721140333		1	3162				
721140333	721140334,721140335		1	3162				
721140334	721140336	1	2					
721140335	721140336	1	2					
721140336	721140337		1	3162				
721140337	721140338	1	2					
721140338	721140339		1	3162				
721140339	721140340		1	3162				
721140340	721140341		1	3162				
721140341	721140342		1	3162				
721140342	721140343		1	3162				
721140343	721140344	1	2					
721140344	721140345		1	3162				
721140345	721140346	1	2					
721140346	721140347		1	3162				
721140347	721140348		1	3162				
721140348	721140349,721140350		1	3162				
721140349	721140351	1	2					
721140350	721140351	1	2					
721140351	721140352		1	3162				
721140352	721140353		1	3162				
721140353	721140354		1	3162				
721140354	721140355		1	3162				
721140355	721140356,721140357		1	3162				
721140356	721140358	1	2					
721140357	721140358	1	2					
721140358	721140359,721140360		1	3162				
721140359	721140361	1	2					
721140360	721140361	1	2					
721140361	721140362		1	3162				
721140362	721140363		1	3162				
721140363	721140364		1	3162				
721140364	721140365		1	3162				
721140365	721140366	1	2					
721140366			1	3162				
721140401	721140402		1	3162				
721140402	721140403	1	2					
721140403	721140404		1	3162				
721140404	721140405		1	3162				
721140405	721140406		1	3162				
721140406	721140407		1	3162				
721140407	721140408		1	3162				
721140408	721140409	1	2					
721140409	721140410,721140412		1	3162				
721140410	721140411	1	2					
721140411	721140414		1	3162				
721140412	721140413	1	2					
721140413	721140414		1	3162				
721140414	721140415		1	3162				
721140415	721140416		1	3162				
721140416	721140417		1	3162				
721140417	721140418		1	3162				
721140418	721140419		1	3162				
721140419	721140420,721140421		1	3162				
721140420	721140423	1	2					
721140421	721140422	1	2					
721140422	721140423		1	3162				
721140423	721140424		1	3162				
721140424	721140425		1	3162				
721140425	721140426		1	3162				
721140426	721140427		1	3162				
721140427	721140428	1	2					
721140428	721140429		1	3162				
721140429	721140430,721140431		1	3162				
721140430	721140432	1	2					
721140431	721140432	1	2					
721140432	721140433,721140434		1	3162				
721140433	721140435	1	2					
721140434	721140435	1	2					
721140435	721140436		1	3162				
721140436	721140437	1	2					
721140437	721140438		1	3162				
721140438	721140439		1	3162				
721140439	721140440		1	3162				
721140440	721140441		1	3162				
721140441	721140442,721140443		1	3162				
721140442	721140445	1	2					
721140443	721140444	1	2					
721140444	721140445		1	3162				
